report_date,region,hospital,ed_trolleys,ward_trolleys,total_trolleys,is_total,surge_capacity,delayed_transfers,waiting_24h,waiting_24h_75plus
2024-07-29,HSE West & North West,Roscommon University Hospital,0,0,0,False,,6.0,,
2024-07-29,HSE West & North West,Sligo University Hospital,11,19,30,False,17.0,29.0,17.0,
2024-07-29,National Total,National Total,218,91,309,True,335.0,435.0,84.0,21.0
2024-07-30,HSE Dublin & Midlands,CHI at Tallaght,0,0,0,False,0.0,0.0,,
2024-07-30,HSE Dublin & Midlands,CHI at Temple Street,2,0,2,False,0.0,3.0,,
2024-07-30,HSE Dublin & Midlands,MRH Mullingar,5,0,5,False,7.0,0.0,,
2024-07-30,HSE Dublin & Midlands,MRH Portlaoise,2,0,2,False,0.0,6.0,,
2024-07-30,HSE Dublin & Midlands,MRH Tullamore,0,0,0,False,19.0,9.0,,
2024-07-30,HSE Dublin & Midlands,Naas General Hospital,8,4,12,False,10.0,10.0,2.0,
2024-07-30,HSE Dublin & Midlands,St. James's Hospital,26,0,26,False,10.0,28.0,2.0,
2024-07-30,HSE Dublin & Midlands,St. Luke's Radiation Oncology Network,0,0,0,False,,0.0,,
2024-07-30,HSE Dublin & Midlands,Tallaght University Hospital,20,0,20,False,19.0,17.0,6.0,
2024-07-30,HSE Dublin & North East,Cavan General Hospital,6,0,6,False,9.0,0.0,,
2024-07-30,HSE Dublin & North East,Connolly Hospital,0,0,0,False,0.0,8.0,,
2024-07-30,HSE Dublin & North East,Louth County Hospital,0,0,0,False,,0.0,,
2024-07-30,HSE Dublin & North East,Mater Misericordiae University Hospital,13,0,13,False,8.0,11.0,,
2024-07-30,HSE Dublin & North East,National Orthopaedic Hospital Cappagh,0,0,0,False,,0.0,,
2024-07-30,HSE Dublin & North East,Our Lady of Lourdes Hospital,22,0,22,False,23.0,2.0,,
2024-07-30,HSE Dublin & North East,Our Lady's Hospital Navan,8,0,8,False,9.0,3.0,,
2024-07-30,HSE Dublin & South East,St Luke's General Hospital Kilkenny,0,0,0,False,27.0,10.0,,
2024-07-30,HSE Dublin & South East,St. Columcille's Hospital,0,0,0,False,,4.0,,
2024-07-30,HSE Dublin & South East,St. Michael's Hospital,0,0,0,False,,6.0,,
2024-07-30,HSE Dublin & South East,St. Vincent's University Hospital,15,0,15,False,50.0,22.0,,
2024-07-30,HSE Dublin & South East,Tipperary University Hospital,0,0,0,False,0.0,13.0,,
2024-07-30,HSE Dublin & South East,UH Waterford,0,0,0,False,13.0,16.0,,
2024-07-30,HSE Dublin & South East,Wexford General Hospital,15,10,25,False,16.0,10.0,3.0,
2024-07-30,HSE Mid West,Nenagh Hospital,0,0,0,False,,2.0,,
2024-07-30,HSE Mid West,St. John's Hospital Limerick,0,0,0,False,,3.0,,
2024-07-30,HSE Mid West,UH Limerick,24,38,62,False,35.0,12.0,14.0,8.0
2024-07-30,HSE South West,Cork University Hospital,15,9,24,False,23.0,40.0,,
2024-07-30,HSE South West,Mallow General Hospital,0,0,0,False,,2.0,,
2024-07-30,HSE South West,Mercy University Hospital,4,0,4,False,7.0,14.0,,
2024-07-30,HSE South West,South Infirmary Victoria University Hospital,0,0,0,False,,3.0,,
2024-07-30,HSE South West,UH Kerry,2,0,2,False,10.0,15.0,,
2024-07-30,HSE West & North West,Letterkenny University Hospital,6,4,10,False,6.0,20.0,2.0,
2024-07-30,HSE West & North West,Mayo University Hospital,5,14,19,False,12.0,13.0,7.0,
2024-07-30,HSE West & North West,Portiuncula University Hospital,1,0,1,False,0.0,2.0,,
2024-07-30,HSE West & North West,Roscommon University Hospital,0,0,0,False,,5.0,,
2024-07-30,HSE West & North West,Sligo University Hospital,8,19,27,False,12.0,33.0,11.0,
2024-07-30,National Total,National Total,234,101,335,True,347.0,423.0,47.0,8.0
2024-07-31,HSE Dublin & Midlands,CHI at Tallaght,0,0,0,False,0.0,0.0,,
2024-07-31,HSE Dublin & Midlands,CHI at Temple Street,0,0,0,False,0.0,3.0,,
2024-07-31,HSE Dublin & Midlands,MRH Mullingar,7,0,7,False,7.0,0.0,,
2024-07-31,HSE Dublin & Midlands,MRH Portlaoise,4,0,4,False,0.0,7.0,,
2024-07-31,HSE Dublin & Midlands,MRH Tullamore,0,0,0,False,16.0,9.0,,
2024-07-31,HSE Dublin & Midlands,Naas General Hospital,10,4,14,False,7.0,9.0,2.0,
2024-07-31,HSE Dublin & Midlands,St. James's Hospital,20,0,20,False,10.0,31.0,,
2024-07-31,HSE Dublin & Midlands,St. Luke's Radiation Oncology Network,0,0,0,False,,0.0,,
2024-07-31,HSE Dublin & Midlands,Tallaght University Hospital,25,0,25,False,19.0,16.0,3.0,
2024-07-31,HSE Dublin & North East,Cavan General Hospital,19,0,19,False,2.0,0.0,,
2024-07-31,HSE Dublin & North East,Connolly Hospital,0,0,0,False,0.0,8.0,,
2024-07-31,HSE Dublin & North East,Louth County Hospital,0,0,0,False,,0.0,,
2024-07-31,HSE Dublin & North East,Mater Misericordiae University Hospital,10,0,10,False,8.0,11.0,,
2024-07-31,HSE Dublin & North East,National Orthopaedic Hospital Cappagh,0,0,0,False,,2.0,,
2024-07-31,HSE Dublin & North East,Our Lady of Lourdes Hospital,21,0,21,False,25.0,1.0,,
2024-07-31,HSE Dublin & North East,Our Lady's Hospital Navan,5,0,5,False,11.0,2.0,,
2024-07-31,HSE Dublin & South East,St Luke's General Hospital Kilkenny,0,0,0,False,0.0,,,
2024-07-31,HSE Dublin & South East,St. Columcille's Hospital,0,0,0,False,,4.0,,
2024-07-31,HSE Dublin & South East,St. Michael's Hospital,0,0,0,False,,5.0,,
2024-07-31,HSE Dublin & South East,St. Vincent's University Hospital,24,0,24,False,50.0,21.0,2.0,1.0
2024-07-31,HSE Dublin & South East,Tipperary University Hospital,0,0,0,False,0.0,,,
2024-07-31,HSE Dublin & South East,UH Waterford,0,0,0,False,16.0,13.0,,
2024-07-31,HSE Dublin & South East,Wexford General Hospital,6,9,15,False,24.0,9.0,8.0,1.0
2024-07-31,HSE Mid West,Nenagh Hospital,0,0,0,False,,1.0,,
2024-07-31,HSE Mid West,St. John's Hospital Limerick,0,0,0,False,,3.0,,
2024-07-31,HSE Mid West,UH Limerick,25,34,59,False,32.0,12.0,15.0,8.0
2024-07-31,HSE South West,Cork University Hospital,15,1,16,False,24.0,35.0,,
2024-07-31,HSE South West,Mallow General Hospital,0,0,0,False,,2.0,,
2024-07-31,HSE South West,Mercy University Hospital,13,0,13,False,7.0,16.0,,
2024-07-31,HSE South West,South Infirmary Victoria University Hospital,0,0,0,False,,3.0,,
2024-07-31,HSE South West,UH Kerry,5,0,5,False,8.0,20.0,,
2024-07-31,HSE West & North West,Letterkenny University Hospital,10,8,18,False,9.0,23.0,5.0,
2024-07-31,HSE West & North West,Mayo University Hospital,0,8,8,False,3.0,10.0,5.0,
2024-07-31,HSE West & North West,Portiuncula University Hospital,2,0,2,False,2.0,2.0,,
2024-07-31,HSE West & North West,Roscommon University Hospital,0,0,0,False,,5.0,,
2024-07-31,HSE West & North West,Sligo University Hospital,7,17,24,False,12.0,31.0,10.0,
2024-07-31,National Total,National Total,263,93,356,True,314.0,397.0,54.0,10.0
2024-08-01,HSE Dublin & Midlands,CHI at Tallaght,0,0,0,False,,0.0,,
2024-08-01,HSE Dublin & Midlands,CHI at Temple Street,2,0,2,False,0.0,3.0,,
2024-08-01,HSE Dublin & Midlands,MRH Mullingar,1,0,1,False,7.0,0.0,1.0,
2024-08-01,HSE Dublin & Midlands,MRH Portlaoise,7,0,7,False,9.0,7.0,,
2024-08-01,HSE Dublin & Midlands,MRH Tullamore,0,0,0,False,9.0,9.0,,
2024-08-01,HSE Dublin & Midlands,Naas General Hospital,13,4,17,False,6.0,10.0,1.0,
2024-08-01,HSE Dublin & Midlands,St. James's Hospital,19,0,19,False,9.0,30.0,,
2024-08-01,HSE Dublin & Midlands,St. Luke's Radiation Oncology Network,0,0,0,False,,0.0,,
2024-08-01,HSE Dublin & Midlands,Tallaght University Hospital,16,0,16,False,20.0,15.0,3.0,
2024-08-01,HSE Dublin & North East,Cavan General Hospital,11,0,11,False,10.0,0.0,,
2024-08-01,HSE Dublin & North East,Connolly Hospital,0,0,0,False,0.0,8.0,,
2024-08-01,HSE Dublin & North East,Louth County Hospital,0,0,0,False,,0.0,,
2024-08-01,HSE Dublin & North East,Mater Misericordiae University Hospital,0,0,0,False,0.0,8.0,,
2024-08-01,HSE Dublin & North East,National Orthopaedic Hospital Cappagh,0,0,0,False,,2.0,,
2024-08-01,HSE Dublin & North East,Our Lady of Lourdes Hospital,11,0,11,False,24.0,1.0,,
2024-08-01,HSE Dublin & North East,Our Lady's Hospital Navan,2,0,2,False,8.0,1.0,,
2024-08-01,HSE Dublin & South East,St Luke's General Hospital Kilkenny,0,0,0,False,0.0,9.0,,
2024-08-01,HSE Dublin & South East,St. Columcille's Hospital,0,0,0,False,,4.0,,
2024-08-01,HSE Dublin & South East,St. Michael's Hospital,0,0,0,False,,5.0,,
2024-08-01,HSE Dublin & South East,St. Vincent's University Hospital,22,0,22,False,50.0,20.0,5.0,1.0
2024-08-01,HSE Dublin & South East,Tipperary University Hospital,1,0,1,False,0.0,11.0,,
2024-08-01,HSE Dublin & South East,UH Waterford,0,0,0,False,5.0,12.0,,
2024-08-01,HSE Dublin & South East,Wexford General Hospital,3,5,8,False,15.0,7.0,2.0,
2024-08-01,HSE Mid West,Nenagh Hospital,0,0,0,False,,1.0,,
2024-08-01,HSE Mid West,St. John's Hospital Limerick,0,0,0,False,,3.0,,
2024-08-01,HSE Mid West,UH Limerick,15,34,49,False,38.0,11.0,5.0,3.0
2024-08-01,HSE South West,Cork University Hospital,18,3,21,False,22.0,35.0,1.0,
2024-08-01,HSE South West,Mallow General Hospital,0,0,0,False,,2.0,,
2024-08-01,HSE South West,Mercy University Hospital,10,0,10,False,7.0,14.0,2.0,
2024-08-01,HSE South West,South Infirmary Victoria University Hospital,0,0,0,False,,3.0,,
2024-08-01,HSE South West,UH Kerry,5,0,5,False,7.0,22.0,,1.0
2024-08-01,HSE West & North West,Letterkenny University Hospital,5,7,12,False,0.0,28.0,6.0,
2024-08-01,HSE West & North West,Mayo University Hospital,2,4,6,False,0.0,9.0,2.0,
2024-08-01,HSE West & North West,Portiuncula University Hospital,3,0,3,False,0.0,2.0,,
2024-08-01,HSE West & North West,Roscommon University Hospital,0,0,0,False,,4.0,,
2024-08-01,HSE West & North West,Sligo University Hospital,3,11,14,False,12.0,28.0,6.0,
2024-08-01,National Total,National Total,188,80,268,True,285.0,412.0,37.0,5.0
2024-08-02,HSE Dublin & Midlands,CHI at Tallaght,1,0,1,False,0.0,0.0,,
2024-08-02,HSE Dublin & Midlands,CHI at Temple Street,0,0,0,False,0.0,3.0,,
2024-08-02,HSE Dublin & Midlands,MRH Mullingar,2,0,2,False,0.0,0.0,,
2024-08-02,HSE Dublin & Midlands,MRH Portlaoise,5,0,5,False,7.0,7.0,,
2024-08-02,HSE Dublin & Midlands,MRH Tullamore,0,0,0,False,6.0,9.0,,
2024-08-02,HSE Dublin & Midlands,Naas General Hospital,12,4,16,False,4.0,9.0,1.0,
2024-08-02,HSE Dublin & Midlands,St. James's Hospital,10,0,10,False,14.0,31.0,,
2024-08-02,HSE Dublin & Midlands,St. Luke's Radiation Oncology Network,0,0,0,False,,0.0,,
2024-08-02,HSE Dublin & Midlands,Tallaght University Hospital,10,0,10,False,19.0,16.0,1.0,
2024-08-02,HSE Dublin & North East,Cavan General Hospital,10,0,10,False,9.0,0.0,,
2024-08-02,HSE Dublin & North East,Connolly Hospital,0,0,0,False,0.0,6.0,,
2024-08-02,HSE Dublin & North East,Louth County Hospital,0,0,0,False,,0.0,,
2024-08-02,HSE Dublin & North East,Mater Misericordiae University Hospital,0,0,0,False,0.0,7.0,,
2024-08-02,HSE Dublin & North East,National Orthopaedic Hospital Cappagh,0,0,0,False,,2.0,,
2024-08-02,HSE Dublin & North East,Our Lady of Lourdes Hospital,5,0,5,False,24.0,1.0,,
2024-08-02,HSE Dublin & North East,Our Lady's Hospital Navan,0,0,0,False,0.0,1.0,,
2024-08-02,HSE Dublin & South East,St Luke's General Hospital Kilkenny,0,0,0,False,0.0,10.0,,
2024-08-02,HSE Dublin & South East,St. Columcille's Hospital,0,0,0,False,,4.0,,
2024-08-02,HSE Dublin & South East,St. Michael's Hospital,0,0,0,False,,5.0,,
2024-08-02,HSE Dublin & South East,St. Vincent's University Hospital,15,0,15,False,50.0,19.0,1.0,1.0
2024-08-02,HSE Dublin & South East,Tipperary University Hospital,0,0,0,False,0.0,10.0,,
2024-08-02,HSE Dublin & South East,UH Waterford,0,0,0,False,2.0,14.0,,
2024-08-02,HSE Dublin & South East,Wexford General Hospital,4,5,9,False,11.0,6.0,,
2024-08-02,HSE Mid West,Nenagh Hospital,0,0,0,False,,1.0,,
2024-08-02,HSE Mid West,St. John's Hospital Limerick,0,0,0,False,,3.0,,
2024-08-02,HSE Mid West,UH Limerick,11,30,41,False,28.0,11.0,9.0,1.0
2024-08-02,HSE South West,Cork University Hospital,13,2,15,False,18.0,40.0,2.0,
2024-08-02,HSE South West,Mallow General Hospital,0,0,0,False,,2.0,,
2024-08-02,HSE South West,Mercy University Hospital,3,0,3,False,4.0,10.0,,
2024-08-02,HSE South West,South Infirmary Victoria University Hospital,0,0,0,False,,3.0,,
2024-08-02,HSE South West,UH Kerry,3,0,3,False,3.0,18.0,1.0,
2024-08-02,HSE West & North West,Letterkenny University Hospital,5,4,9,False,0.0,30.0,3.0,
2024-08-02,HSE West & North West,Mayo University Hospital,0,1,1,False,0.0,7.0,,
2024-08-02,HSE West & North West,Portiuncula University Hospital,1,0,1,False,0.0,4.0,,
2024-08-02,HSE West & North West,Roscommon University Hospital,0,0,0,False,,4.0,,
2024-08-02,HSE West & North West,Sligo University Hospital,5,11,16,False,10.0,28.0,5.0,
2024-08-02,National Total,National Total,135,66,201,True,231.0,409.0,28.0,2.0
2024-08-03,HSE Dublin & Midlands,CHI at Tallaght,0,0,0,False,,0.0,,
2024-08-03,HSE Dublin & Midlands,CHI at Temple Street,0,0,0,False,,3.0,,
2024-08-03,HSE Dublin & Midlands,MRH Mullingar,2,0,2,False,0.0,1.0,1.0,
2024-08-03,HSE Dublin & Midlands,MRH Portlaoise,4,0,4,False,8.0,7.0,,
2024-08-03,HSE Dublin & Midlands,MRH Tullamore,0,0,0,False,0.0,9.0,,
2024-08-03,HSE Dublin & Midlands,Naas General Hospital,1,0,1,False,0.0,10.0,,
2024-08-03,HSE Dublin & Midlands,St. James's Hospital,1,0,1,False,0.0,29.0,,
2024-08-03,HSE Dublin & Midlands,St. Luke's Radiation Oncology Network,0,0,0,False,,0.0,,
2024-08-03,HSE Dublin & Midlands,Tallaght University Hospital,5,0,5,False,15.0,16.0,,
2024-08-03,HSE Dublin & North East,Cavan General Hospital,7,0,7,False,9.0,0.0,,
2024-08-03,HSE Dublin & North East,Connolly Hospital,0,0,0,False,0.0,6.0,,
2024-08-03,HSE Dublin & North East,Louth County Hospital,0,0,0,False,,0.0,,
2024-08-03,HSE Dublin & North East,Mater Misericordiae University Hospital,0,0,0,False,0.0,6.0,,
2024-08-03,HSE Dublin & North East,National Orthopaedic Hospital Cappagh,0,0,0,False,,2.0,,
2024-08-03,HSE Dublin & North East,Our Lady of Lourdes Hospital,0,0,0,False,14.0,1.0,,
2024-08-03,HSE Dublin & North East,Our Lady's Hospital Navan,0,0,0,False,0.0,1.0,,
2024-08-03,HSE Dublin & South East,St Luke's General Hospital Kilkenny,0,0,0,False,0.0,10.0,,
2024-08-03,HSE Dublin & South East,St. Columcille's Hospital,0,0,0,False,,4.0,,
2024-08-03,HSE Dublin & South East,St. Michael's Hospital,0,0,0,False,,5.0,,
2024-08-03,HSE Dublin & South East,St. Vincent's University Hospital,10,0,10,False,50.0,19.0,,
2024-08-03,HSE Dublin & South East,Tipperary University Hospital,0,0,0,False,0.0,10.0,,
2024-08-03,HSE Dublin & South East,UH Waterford,0,0,0,False,0.0,20.0,,
2024-08-03,HSE Dublin & South East,Wexford General Hospital,1,0,1,False,0.0,5.0,,
2024-08-03,HSE Mid West,Nenagh Hospital,0,0,0,False,,1.0,,
2024-08-03,HSE Mid West,St. John's Hospital Limerick,0,0,0,False,,3.0,,
2024-08-03,HSE Mid West,UH Limerick,6,8,14,False,28.0,9.0,4.0,4.0
2024-08-03,HSE South West,Cork University Hospital,0,0,0,False,4.0,36.0,,
2024-08-03,HSE South West,Mallow General Hospital,0,0,0,False,,2.0,,
2024-08-03,HSE South West,Mercy University Hospital,1,0,1,False,0.0,9.0,,
2024-08-03,HSE South West,South Infirmary Victoria University Hospital,0,0,0,False,,3.0,,
2024-08-03,HSE South West,UH Kerry,4,0,4,False,0.0,16.0,,
2024-08-03,HSE West & North West,Letterkenny University Hospital,2,2,4,False,1.0,28.0,2.0,
2024-08-03,HSE West & North West,Mayo University Hospital,0,0,0,False,0.0,5.0,,
2024-08-03,HSE West & North West,Portiuncula University Hospital,1,0,1,False,0.0,6.0,,
2024-08-03,HSE West & North West,Roscommon University Hospital,0,0,0,False,,4.0,,
2024-08-03,HSE West & North West,Sligo University Hospital,0,4,4,False,10.0,28.0,2.0,
2024-08-03,National Total,National Total,54,14,68,True,159.0,400.0,9.0,4.0
2024-08-04,HSE Dublin & Midlands,CHI at Tallaght,2,0,2,False,0.0,0.0,,
2024-08-04,HSE Dublin & Midlands,CHI at Temple Street,0,0,0,False,0.0,3.0,,
2024-08-04,HSE Dublin & Midlands,MRH Mullingar,1,0,1,False,3.0,1.0,,
2024-08-04,HSE Dublin & Midlands,MRH Portlaoise,5,0,5,False,9.0,7.0,,
2024-08-04,HSE Dublin & Midlands,MRH Tullamore,0,0,0,False,0.0,9.0,,
2024-08-04,HSE Dublin & Midlands,Naas General Hospital,1,0,1,False,0.0,10.0,,
2024-08-04,HSE Dublin & Midlands,St. James's Hospital,4,0,4,False,0.0,29.0,,
2024-08-04,HSE Dublin & Midlands,St. Luke's Radiation Oncology Network,0,0,0,False,,0.0,,
2024-08-04,HSE Dublin & Midlands,Tallaght University Hospital,3,0,3,False,4.0,16.0,,
2024-08-04,HSE Dublin & North East,Cavan General Hospital,16,0,16,False,8.0,0.0,,
2024-08-04,HSE Dublin & North East,Connolly Hospital,0,0,0,False,0.0,6.0,,
2024-08-04,HSE Dublin & North East,Louth County Hospital,0,0,0,False,,0.0,,
2024-08-04,HSE Dublin & North East,Mater Misericordiae University Hospital,0,0,0,False,0.0,6.0,,
2024-08-04,HSE Dublin & North East,National Orthopaedic Hospital Cappagh,0,0,0,False,,2.0,,
2024-08-04,HSE Dublin & North East,Our Lady of Lourdes Hospital,5,0,5,False,15.0,1.0,,
2024-08-04,HSE Dublin & North East,Our Lady's Hospital Navan,0,0,0,False,0.0,1.0,,
2024-08-04,HSE Dublin & South East,St Luke's General Hospital Kilkenny,0,0,0,False,25.0,10.0,,
2024-08-04,HSE Dublin & South East,St. Columcille's Hospital,0,0,0,False,,4.0,,
2024-08-04,HSE Dublin & South East,St. Michael's Hospital,0,0,0,False,,5.0,,
2024-08-04,HSE Dublin & South East,St. Vincent's University Hospital,10,0,10,False,50.0,19.0,3.0,1.0
2024-08-04,HSE Dublin & South East,Tipperary University Hospital,0,0,0,False,0.0,10.0,,
2024-08-04,HSE Dublin & South East,UH Waterford,0,0,0,False,0.0,20.0,,
2024-08-04,HSE Dublin & South East,Wexford General Hospital,2,4,6,False,3.0,5.0,,
2024-08-04,HSE Mid West,Nenagh Hospital,0,0,0,False,,1.0,,
2024-08-04,HSE Mid West,St. John's Hospital Limerick,0,0,0,False,,3.0,,
2024-08-04,HSE Mid West,UH Limerick,10,20,30,False,23.0,9.0,5.0,3.0
2024-08-04,HSE South West,Cork University Hospital,0,0,0,False,8.0,36.0,,
2024-08-04,HSE South West,Mallow General Hospital,0,0,0,False,,2.0,,
2024-08-04,HSE South West,Mercy University Hospital,2,0,2,False,0.0,9.0,,
2024-08-04,HSE South West,South Infirmary Victoria University Hospital,0,0,0,False,,3.0,,
2024-08-04,HSE South West,UH Kerry,0,0,0,False,0.0,16.0,,
2024-08-04,HSE West & North West,Letterkenny University Hospital,3,1,4,False,2.0,28.0,,
2024-08-04,HSE West & North West,Mayo University Hospital,2,4,6,False,0.0,5.0,,
2024-08-04,HSE West & North West,Portiuncula University Hospital,1,0,1,False,0.0,6.0,,
2024-08-04,HSE West & North West,Roscommon University Hospital,0,0,0,False,,4.0,,
2024-08-04,HSE West & North West,Sligo University Hospital,5,9,14,False,11.0,28.0,3.0,
2024-08-04,National Total,National Total,76,38,114,True,181.0,400.0,11.0,4.0
2024-08-05,HSE Dublin & Midlands,CHI at Tallaght,1,0,1,False,,0.0,,
2024-08-05,HSE Dublin & Midlands,CHI at Temple Street,0,0,0,False,0.0,3.0,,
2024-08-05,HSE Dublin & Midlands,MRH Mullingar,0,0,0,False,5.0,1.0,,
2024-08-05,HSE Dublin & Midlands,MRH Portlaoise,8,0,8,False,10.0,7.0,,
2024-08-05,HSE Dublin & Midlands,MRH Tullamore,0,0,0,False,14.0,9.0,,
2024-08-05,HSE Dublin & Midlands,Naas General Hospital,3,2,5,False,0.0,10.0,,
2024-08-05,HSE Dublin & Midlands,St. James's Hospital,1,0,1,False,0.0,29.0,,
2024-08-05,HSE Dublin & Midlands,St. Luke's Radiation Oncology Network,0,0,0,False,,0.0,,
2024-08-05,HSE Dublin & Midlands,Tallaght University Hospital,9,0,9,False,11.0,16.0,,
2024-08-05,HSE Dublin & North East,Cavan General Hospital,6,0,6,False,14.0,0.0,,
2024-08-05,HSE Dublin & North East,Connolly Hospital,0,0,0,False,0.0,6.0,,
2024-08-05,HSE Dublin & North East,Louth County Hospital,0,0,0,False,,0.0,,
2024-08-05,HSE Dublin & North East,Mater Misericordiae University Hospital,1,0,1,False,0.0,6.0,,
2024-08-05,HSE Dublin & North East,National Orthopaedic Hospital Cappagh,0,0,0,False,,2.0,,
2024-08-05,HSE Dublin & North East,Our Lady of Lourdes Hospital,16,0,16,False,28.0,1.0,,
2024-08-05,HSE Dublin & North East,Our Lady's Hospital Navan,0,0,0,False,0.0,1.0,,
2024-08-05,HSE Dublin & South East,St Luke's General Hospital Kilkenny,0,0,0,False,20.0,10.0,,
2024-08-05,HSE Dublin & South East,St. Columcille's Hospital,0,0,0,False,,4.0,,
2024-08-05,HSE Dublin & South East,St. Michael's Hospital,0,0,0,False,,5.0,,
2024-08-05,HSE Dublin & South East,St. Vincent's University Hospital,16,0,16,False,50.0,19.0,5.0,1.0
2024-08-05,HSE Dublin & South East,Tipperary University Hospital,3,0,3,False,0.0,10.0,,
2024-08-05,HSE Dublin & South East,UH Waterford,0,0,0,False,7.0,20.0,,
2024-08-05,HSE Dublin & South East,Wexford General Hospital,0,4,4,False,4.0,5.0,2.0,
2024-08-05,HSE Mid West,Nenagh Hospital,0,0,0,False,,1.0,,
2024-08-05,HSE Mid West,St. John's Hospital Limerick,0,0,0,False,,3.0,,
2024-08-05,HSE Mid West,UH Limerick,11,34,45,False,29.0,9.0,10.0,4.0
2024-08-05,HSE South West,Cork University Hospital,3,0,3,False,11.0,36.0,,
2024-08-05,HSE South West,Mallow General Hospital,0,0,0,False,,2.0,,
2024-08-05,HSE South West,Mercy University Hospital,0,0,0,False,0.0,9.0,,
2024-08-05,HSE South West,South Infirmary Victoria University Hospital,0,0,0,False,,3.0,,
2024-08-05,HSE South West,UH Kerry,0,0,0,False,8.0,15.0,,
2024-08-05,HSE West & North West,Letterkenny University Hospital,9,4,13,False,8.0,28.0,1.0,
2024-08-05,HSE West & North West,Mayo University Hospital,5,5,10,False,5.0,5.0,3.0,
2024-08-05,HSE West & North West,Portiuncula University Hospital,1,0,1,False,0.0,6.0,,
2024-08-05,HSE West & North West,Roscommon University Hospital,0,0,0,False,,4.0,,
2024-08-05,HSE West & North West,Sligo University Hospital,3,12,15,False,12.0,28.0,8.0,
2024-08-05,National Total,National Total,112,63,175,True,258.0,399.0,29.0,5.0
2024-08-06,HSE Dublin & Midlands,CHI at Tallaght,0,0,0,False,0.0,0.0,,
2024-08-06,HSE Dublin & Midlands,CHI at Temple Street,0,0,0,False,0.0,3.0,,
2024-08-06,HSE Dublin & Midlands,MRH Mullingar,1,0,1,False,13.0,1.0,,
2024-08-06,HSE Dublin & Midlands,MRH Portlaoise,8,0,8,False,15.0,7.0,,
2024-08-06,HSE Dublin & Midlands,MRH Tullamore,0,0,0,False,27.0,9.0,,
2024-08-06,HSE Dublin & Midlands,Naas General Hospital,2,4,6,False,11.0,10.0,1.0,
2024-08-06,HSE Dublin & Midlands,St. James's Hospital,17,0,17,False,0.0,29.0,1.0,
2024-08-06,HSE Dublin & Midlands,St. Luke's Radiation Oncology Network,0,0,0,False,,0.0,,
2024-08-06,HSE Dublin & Midlands,Tallaght University Hospital,15,0,15,False,15.0,16.0,4.0,
2024-08-06,HSE Dublin & North East,Cavan General Hospital,11,0,11,False,14.0,0.0,,
2024-08-06,HSE Dublin & North East,Connolly Hospital,0,0,0,False,0.0,6.0,,
2024-08-06,HSE Dublin & North East,Louth County Hospital,0,0,0,False,,0.0,,
2024-08-06,HSE Dublin & North East,Mater Misericordiae University Hospital,5,0,5,False,3.0,6.0,,
2024-08-06,HSE Dublin & North East,National Orthopaedic Hospital Cappagh,0,0,0,False,,2.0,,
2024-08-06,HSE Dublin & North East,Our Lady of Lourdes Hospital,25,0,25,False,31.0,1.0,,
2024-08-06,HSE Dublin & North East,Our Lady's Hospital Navan,0,0,0,False,0.0,1.0,,
2024-08-06,HSE Dublin & South East,St Luke's General Hospital Kilkenny,3,0,3,False,37.0,10.0,,
2024-08-06,HSE Dublin & South East,St. Columcille's Hospital,0,0,0,False,,4.0,,
2024-08-06,HSE Dublin & South East,St. Michael's Hospital,0,0,0,False,,5.0,,
2024-08-06,HSE Dublin & South East,St. Vincent's University Hospital,32,0,32,False,50.0,19.0,10.0,5.0
2024-08-06,HSE Dublin & South East,Tipperary University Hospital,9,0,9,False,0.0,10.0,2.0,
2024-08-06,HSE Dublin & South East,UH Waterford,0,0,0,False,15.0,20.0,,
2024-08-06,HSE Dublin & South East,Wexford General Hospital,2,5,7,False,12.0,5.0,2.0,
2024-08-06,HSE Mid West,Nenagh Hospital,0,0,0,False,,1.0,,
2024-08-06,HSE Mid West,St. John's Hospital Limerick,0,0,0,False,,3.0,,
2024-08-06,HSE Mid West,UH Limerick,23,40,63,False,43.0,9.0,27.0,2.0
2024-08-06,HSE South West,Cork University Hospital,19,0,19,False,22.0,36.0,,
2024-08-06,HSE South West,Mallow General Hospital,0,0,0,False,,2.0,,
2024-08-06,HSE South West,Mercy University Hospital,4,0,4,False,0.0,9.0,,
2024-08-06,HSE South West,South Infirmary Victoria University Hospital,0,0,0,False,,3.0,,
2024-08-06,HSE South West,UH Kerry,17,0,17,False,11.0,16.0,1.0,
2024-08-06,HSE West & North West,Letterkenny University Hospital,22,6,28,False,20.0,28.0,4.0,
2024-08-06,HSE West & North West,Mayo University Hospital,6,9,15,False,6.0,5.0,7.0,
2024-08-06,HSE West & North West,Portiuncula University Hospital,3,0,3,False,0.0,6.0,,
2024-08-06,HSE West & North West,Roscommon University Hospital,0,0,0,False,,4.0,,
2024-08-06,HSE West & North West,Sligo University Hospital,6,14,20,False,12.0,28.0,11.0,
2024-08-06,National Total,National Total,255,87,342,True,378.0,401.0,71.0,7.0
2024-08-07,HSE Dublin & Midlands,CHI at Tallaght,1,0,1,False,0.0,0.0,,
2024-08-07,HSE Dublin & Midlands,CHI at Temple Street,3,0,3,False,0.0,3.0,,
2024-08-07,HSE Dublin & Midlands,MRH Mullingar,3,0,3,False,6.0,1.0,,
